Xindex, Description, Lowerbound, Upperbound, ScaleFactor, Value
0,j0p0MGAnDSMsEphemerisPeggedLaunchDirectInsertion: event left state epoch,5273942400,5276534400,5022642.890479,5276534400
1,j0p0MGAnDSMsEphemerisPeggedLaunchDirectInsertion: magnitude of outgoing velocity asymptote,0,6.97,29.78469183517,6.97
2,j0p0MGAnDSMsEphemerisPeggedLaunchDirectInsertion: RA of departure asymptote,-50.26548245744,50.26548245744,6.28318530718,46.0902853905
3,j0p0MGAnDSMsEphemerisPeggedLaunchDirectInsertion: DEC of departure asymptote,-1.570796326795,1.570796326795,6.28318530718,0.1709713187714
4,j0p0MGAnDSMs: phase flight time,3888001,34149600,5022642.890479,17235799.22612
5,j0p0MGAnDSMsEphemerisPeggedFlybyIn: event left state mass,1e-13,500,500,170.6265977939
6,j0p0MGAnDSMsEphemerisPeggedFlybyIn: V_infinity_x,-29.78469183517,29.78469183517,29.78469183517,-4.889278761207
7,j0p0MGAnDSMsEphemerisPeggedFlybyIn: V_infinity_y,-29.78469183517,29.78469183517,29.78469183517,12.15941173919
8,j0p0MGAnDSMsEphemerisPeggedFlybyIn: V_infinity_z,-29.78469183517,29.78469183517,29.78469183517,9.128372410502
9,j0p0MGAnDSMs: virtual chemical fuel,0,500,500,171.1030460281
10,j0p0MGAnDSMs: virtual chemical oxidizer,0,500,500,158.270317576
11,j0p0MGAnDSMsForwardSubPhase0: burn index,0.0001,0.9999,1,0.4561685705593
12,j0p0MGAnDSMsForwardSubPhase0: DSM x component,-10,10,10,-1.293707359724
13,j0p0MGAnDSMsForwardSubPhase0: DSM y component,-10,10,10,2.909826955873
14,j0p0MGAnDSMsForwardSubPhase0: DSM z component,-10,10,10,1.114633043607
15,j0p0MGAnDSMsBackwardSubPhase0: burn index,0.0001,0.9999,1,0.543831439639
16,j0p1MGAnDSMsEphemerisPeggedUnpoweredFlyby: V_infinity_x,-29.78469183517,29.78469183517,29.78469183517,-0.8919143444372
17,j0p1MGAnDSMsEphemerisPeggedUnpoweredFlyby: V_infinity_y,-29.78469183517,29.78469183517,29.78469183517,13.92169466414
18,j0p1MGAnDSMsEphemerisPeggedUnpoweredFlyby: V_infinity_z,-29.78469183517,29.78469183517,29.78469183517,7.776530717017
19,j0p1MGAnDSMs: phase flight time,2592001,34149600,5022642.890479,16848850.9124
20,j0p1MGAnDSMsEphemerisReferencedInterceptExterior: event interface state vMAG,0,20,29.78469183517,7.661989270652
21,j0p1MGAnDSMsEphemerisReferencedInterceptExterior: event interface state vRA,-25.13274122872,25.13274122872,1,23.9437033963
22,j0p1MGAnDSMsEphemerisReferencedInterceptExterior: event interface state vDEC,-282.7433388231,282.7433388231,1,272.9114767217
23,j0p1MGAnDSMsEphemerisReferencedInterceptExterior: event interface state RA,-50.26548245744,50.26548245744,1,11.38006968953
24,j0p1MGAnDSMsEphemerisReferencedInterceptExterior: event interface state DEC,-1.570796326795,1.570796326795,1,-0.393959488099
25,j0p1MGAnDSMsEphemerisReferencedInterceptExterior: event left state mass,1e-13,500,500,170.6265754491
26,j0p1MGAnDSMs: virtual chemical fuel,0,500,500,-2.742288120439e-21
27,j0p1MGAnDSMs: virtual chemical oxidizer,0,500,500,-1.000248713454e-10
28,j0p1MGAnDSMsForwardSubPhase0: burn index,0.0001,0.9999,1,0.2817636224855
29,j0p1MGAnDSMsForwardSubPhase0: DSM x component,-10,10,10,6.637356531058e-07
30,j0p1MGAnDSMsForwardSubPhase0: DSM y component,-10,10,10,1.48105884179e-06
31,j0p1MGAnDSMsForwardSubPhase0: DSM z component,-10,10,10,5.942125369529e-08
32,j0p1MGAnDSMsBackwardSubPhase0: burn index,0.0001,0.9999,1,0.7182363775146
33,j1p0CoastPhaseFreePointFreeDirectDeparture: event left state mass,1e-13,500,500,170.626575449
34,j1p0CoastPhase: phase flight time,1,34149600,953.7060531935,64963.85325969
35,j1p0CoastPhaseFreePointChemRendezvous: event left state SMA,20000,20000,3389.9,20000
36,j1p0CoastPhaseFreePointChemRendezvous: event left state ECC,0.6999999999999,0.7000000000001,1,0.7000000000001
37,j1p0CoastPhaseFreePointChemRendezvous: event left state INC,1.396263401595,1.570796326795,1,1.39626546472
38,j1p0CoastPhaseFreePointChemRendezvous: event left state RAAN,-6.28318530718,6.28318530718,1,-1.112909502025
39,j1p0CoastPhaseFreePointChemRendezvous: event left state AOP,-6.28318530718,6.28318530718,1,-5.017387070236
40,j1p0CoastPhaseFreePointChemRendezvous: event left state TA,-1.745329251994e-15,1.745329251994e-15,1,1.196952587696e-07
41,j1p0CoastPhaseFreePointChemRendezvous: event left state mass,1e-13,500,500,170.626575449
42,j1p0CoastPhaseFreePointChemRendezvous: V_infinity_x,-100,100,3.554449495889,-1.893041600527
43,j1p0CoastPhaseFreePointChemRendezvous: V_infinity_y,-100,100,3.554449495889,4.436960831291
44,j1p0CoastPhaseFreePointChemRendezvous: V_infinity_z,-100,100,3.554449495889,1.492182946054
45,j1p0CoastPhaseFreePointChemRendezvous: virtual chemical fuel,0,500,500,70.90306259755
46,j1p0CoastPhaseFreePointChemRendezvous: virtual chemical oxidizer,0,500,500,65.58533290273
