Xindex, Description, Lowerbound, Upperbound, ScaleFactor, Value
0,j0p0CoastPhasePeriapseLaunch: event left state VINFout,1e-08,20,7.905363805264,1.024475791222
1,j0p0CoastPhasePeriapseLaunch: event left state RHAout,-50.26548245744,50.26548245744,1,-9.405613460283
2,j0p0CoastPhasePeriapseLaunch: event left state DHAout,-1.570796326795,1.570796326795,1,-0.3276397953445
3,j0p0CoastPhasePeriapseLaunch: event left state BRADIUSout,1e-13,924500,6378.14,70909.79894062
4,j0p0CoastPhasePeriapseLaunch: event left state BTHETAout,-12.56637061436,12.56637061436,1,-4.801360746781
5,j0p0CoastPhasePeriapseLaunch: event left state TAout,-1.745329251994e-15,1.745329251994e-15,1,-1.745329251994e-15
6,j0p0CoastPhasePeriapseLaunch: event left state mass,500,500,500,500
7,j0p0CoastPhasePeriapseLaunch: event left state epoch,5273942400,5276534400,806.8116986283,5274634226.838
8,j0p0CoastPhase: phase flight time,1,15825095.73151,806.8116986283,516411.0043597
9,j0p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state vMAG,1e-08,50,7.905363805264,1.382698640741
10,j0p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state vRA,-25.13274122872,25.13274122872,1,9.443145856359
11,j0p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state vDEC,-282.7433388231,282.7433388231,1,31.07985647149
12,j0p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state RA,-50.26548245744,50.26548245744,1,-15.69507689333
13,j0p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state DEC,-1.570796326795,1.570796326795,1,-0.3926991115318
14,j0p0CoastPhaseEphemerisReferencedInterceptInterior: event left state mass,1e-13,500,500,500
15,j0p0CoastPhase: virtual chemical fuel,0,500,500,0
16,j1p0MGAnDSMsFreePointFreeDirectDeparture: event left state mass,1e-13,500,500,500
17,j1p0MGAnDSMs: phase flight time,3721348.851781,34149600,5022642.890479,24743600.46201
18,j1p0MGAnDSMsEphemerisReferencedInterceptExterior: event interface state vMAG,0,20,29.78469183517,4.649340474159
19,j1p0MGAnDSMsEphemerisReferencedInterceptExterior: event interface state vRA,-25.13274122872,25.13274122872,1,5.519232788876
20,j1p0MGAnDSMsEphemerisReferencedInterceptExterior: event interface state vDEC,-282.7433388231,282.7433388231,1,172.37462555
21,j1p0MGAnDSMsEphemerisReferencedInterceptExterior: event interface state RA,-50.26548245744,50.26548245744,1,-19.61712312769
22,j1p0MGAnDSMsEphemerisReferencedInterceptExterior: event interface state DEC,-1.570796326795,1.570796326795,1,-0.3312088760593
23,j1p0MGAnDSMsEphemerisReferencedInterceptExterior: event left state mass,1e-13,500,500,55.1780949305
24,j1p0MGAnDSMs: virtual chemical fuel,0,500,500,231.0763143218
25,j1p0MGAnDSMs: virtual chemical oxidizer,0,500,500,213.7455907477
26,j1p0MGAnDSMsForwardSubPhase0: burn index,0.0001,0.9999,1,0.5709673887491
27,j1p0MGAnDSMsForwardSubPhase0: DSM x component,-10,10,10,-0.5965231096675
28,j1p0MGAnDSMsForwardSubPhase0: DSM y component,-10,10,10,6.819955848925
29,j1p0MGAnDSMsForwardSubPhase0: DSM z component,-10,10,10,0.9855195489471
30,j1p0MGAnDSMsBackwardSubPhase0: burn index,0.0001,0.9999,1,0.4290326112508
31,j2p0CoastPhaseFreePointFreeDirectDeparture: event left state mass,1e-13,500,500,55.17809493055
32,j2p0CoastPhase: phase flight time,1,34149600,825.9992855828,127843.0221589
33,j2p0CoastPhasePeriapseFlybyIn: event left state r,6351,1006051.8,6051.8,38190.94605226
34,j2p0CoastPhasePeriapseFlybyIn: event left state RA,-25.13274122872,25.13274122872,1,17.7546358396
35,j2p0CoastPhasePeriapseFlybyIn: event left state DEC,-1.570796326795,1.570796326795,1,1.447389362551
36,j2p0CoastPhasePeriapseFlybyIn: event left state v,0,20,7.326640719465,6.129760723813
37,j2p0CoastPhasePeriapseFlybyIn: event left state vRA,-25.13274122872,25.13274122872,1,2.365359027221
38,j2p0CoastPhasePeriapseFlybyIn: event left state vDEC,-1.570796326795,1.570796326795,1,0.1172514288236
39,j2p0CoastPhasePeriapseFlybyIn: event left state mass,1e-13,500,500,55.1780949306
40,j2p0CoastPhase: virtual chemical fuel,0,500,500,0
41,j3p0CoastPhaseFreePointFreeDirectDeparture: event left state mass,1e-13,500,500,55.17809493065
42,j3p0CoastPhase: phase flight time,1,34149600,825.9992855828,127843.0221825
43,j3p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state vMAG,1e-08,50,7.326640719465,4.64934047324
44,j3p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state vRA,-25.13274122872,25.13274122872,1,-22.77881241278
45,j3p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state vDEC,-282.7433388231,282.7433388231,1,282.5648549737
46,j3p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state RA,-50.26548245744,50.26548245744,1,-47.90835729808
47,j3p0CoastPhaseEphemerisReferencedInterceptInterior: event interface state DEC,-1.570796326795,1.570796326795,1,-0.09671430961324
48,j3p0CoastPhaseEphemerisReferencedInterceptInterior: event left state mass,1e-13,500,500,55.1780949307
49,j3p0CoastPhase: virtual chemical fuel,0,500,500,4.999999912258e-11
50,j4p0MGAnDSMsFreePointFreeDirectDeparture: event left state mass,1e-13,500,500,55.17809493075
51,j4p0MGAnDSMs: phase flight time,1257453.145857,34149600,5022642.890479,8632552.077709
52,j4p0MGAnDSMsEphemerisPeggedOrbitInsertion: event left state mass,1e-13,500,500,1.786682519705
53,j4p0MGAnDSMsEphemerisPeggedOrbitInsertion: V_infinity_x,-29.78469183517,29.78469183517,29.78469183517,-13.35160056326
54,j4p0MGAnDSMsEphemerisPeggedOrbitInsertion: V_infinity_y,-29.78469183517,29.78469183517,29.78469183517,10.85990172062
55,j4p0MGAnDSMsEphemerisPeggedOrbitInsertion: V_infinity_z,-29.78469183517,29.78469183517,29.78469183517,6.35619049872
